text,level
"História da Catalunha/Idade moderna
Em 1479, o rei Fernando II se casou com a rainha Isabel de Castela, unindo a Espanha católica.
Em 1492, o navegador genovês Cristóvão Colombo descobriu a América a serviço dos reis católicos espanhóis. Na volta de sua viagem, Colombo se encontrou com os reis católicos em Barcelona e lhes relatou pessoalmente sua viagem. Na ocasião, foram batizados na catedral de Barcelona seis índios que Colombo havia trazido. Porém os reis decidiram que Sevilha e Cádiz monopolizariam o comércio com a terra descoberta, de modo a poder controlar melhor a exploração de suas riquezas. Com isso, a Catalunha perdeu um grande mercado comercial.
Em 1571, uma grande frota partiu de Barcelona para combater os turcos na batalha de Lepanto, no litoral grego. Com a vitória da união dos países católicos (Espanha, estados pontifícios, Malta e Veneza), o avanço turco na Europa foi interrompido.
No século XVII, a Espanha entrou em guerra contra a França na guerra dos Trinta Anos. A Catalunha decidiu se aliar aos franceses contra os espanhóis e foi, então, sitiada e derrotada pelo monarca espanhol Filipe IV. Após a guerra, a Espanha cedeu a região do Rosselló, no norte da Catalunha, para a França, como parte do acordo de paz e como punição para os catalães.
No século XVIII, na guerra da Sucessão Espanhola, a família dos Habsburgos disputou o trono espanhol com a família dos Bourbons. A Catalunha apoiou os Habsburgos, ocasionando o sítio e a queda de Barcelona diante das tropas dos Bourbons em 11 de setembro de 1714. Filipe V, dos Bourbons, neto de Filipe IV, assumiu o trono espanhol e puniu o apoio catalão aos seus rivais Habsburgos com a proibição da língua catalã, o fechamento das universidades catalãs, a destruição do bairro barcelonês da Ribeira e a construção de um quartel no lugar do mesmo (o forte da Cidadela). Os moradores do bairro da Ribeira foram transferidos para um novo bairro, o bairro da Barceloneta. Em lembrança dessa derrota, os catalães instituíram o dia 11 de setembro como o dia nacional da Catalunha.
No século XVIII, foi construído o atual Castelo de Montjuïc sobre as ruínas de um castelo destruído por Felipe V.
Em 1778, o governo espanhol permitiu à Catalunha o comércio com a América, o que impulsionou a economia catalã.

",3
" Além disso, vários algoritmos dependem da geração eficiênte de itemsets frequentes. Um exemplo é o algoritmo LAC, cuja carga gasta na geração de regras de associação (que atua por meio da identificação de itemsets frequentes) corresponde a cerca de 90% do processamento. Esse algoritmo será discutido em outra seção desse WikiBook. Existem vários algoritmos para mineração de itemsets frequentes, dentre os quais destacam-se:
Na discussão apresentada ao longo dessa seção, usaremos o algoritmo SON. É fato que, atualmente, uma absurda quantidade de dados é gerada a cada dia. A análise desses dados comumente revela informações de grande importância. Uma abordagem padrão para se fazer esse tipo de análise é fazer uso de estratégias de mineração de dados, que muitas vezes são fortemente dependentes da geração de itemsets frequentes. Nesse sentido, o investimento em estratégias eficientes para mineração de itemsets frequentes em grandes volumes de dados é de suma importância. A figura à direita apresenta um exemplo de entrada e a saída correspondente gerada por qualquer algoritmo de mineração de itemsets frequentes. Nesse exemplo, uma base contendo quatro transações é minerada considerando um suporte de 50%. Isso significa que um itemset é frequente se este aparece em duas ou mais transações dessa base. Para gerar essa resposta, o algoritmo SON pode usar qualquer outro algoritmo algoritmo para mineração de itemsets frequentes, como o Apriori, Eclat, entre outros. O objetivo desse algoritmo é minerar itemsets frequentes em bases maiores que a memória principal. Para tanto, o algoritmo SON usa uma estratégia de particionamento da base de dados por transações, onde cada partição é sequencialmente processada na memória principal e os resultados parciais são gravados em memória secundária. Grosso modo, o objetivo do algoritmo SON é fazer com que mineração de itemsets frequentes possa ser feito em um único computador cuja memória principal seja menor que o tamanho da base. As figuras abaixo exemplificam a aplicação do algoritmo SON em uma base contendo oito transações.",4
"﻿Era uma vez um menino chamado Juca, que nasceu em Taubaté, estado de São Paulo, no dia 18 de abril de 1882. Quando Juca era criança, não havia brinquedos tão sofisticados quanto os de hoje em dia. Sabe o que ele fazia para se divertir? Usando a imaginação, transformava sabugos de milho em bonecos e chuchus com palitos espetados em cavalos. Juca também adorava ir à biblioteca da casa de seu avô: os livros de viagens e aventuras eram os seus favoritos.
O nome completo do menino dessa história é José Bento Monteiro Lobato. Isso mesmo: foi ele quem criou a turma do Sítio do Picapau Amarelo e escreveu livros para contar as aventuras de Dona Benta, Pedrinho, Narizinho, Emília, Tia Nastácia, Visconde de Sabugosa e tantos outros personagens.
Dona Benta é uma avó dedicada, muito culta e excelente contadora de histórias. Seus netos, os primos Pedrinho e Narizinho, adoram brincadeiras e aventuras. Emília é uma boneca de pano falante e muito curiosa, que vive tendo ideias engraçadas. Tia Nastácia é uma ótima cozinheira e sabe tudo de folclore e cultura popular. Visconde de Sabugosa é sabugo de milho que mais parece um cientista. 
Apesar de seu grande carinho pelas crianças, Monteiro Lobato também se dedicou aos adultos. Para denunciar a pobreza do sertão brasileiro, ele escreveu o livro Urupês , composto por diversos contos e dois artigos. Um dos artigos apresenta o personagem Jeca Tatu, caipira que não frequentou a escola e sofre de muitas doenças por causa da falta de higiene.
Monteiro Lobato adorava pintar quadros, desenhar paisagens e pessoas, fazer caricaturas, tirar fotografias e escrever poesias. Aliás, foi escrevendo lindos versos que conquistou Dona Purezinha, sua esposa.
No começo, o casal morava no interior do estado de São Paulo e ele trabalhava como jornalista. Mais tarde, herdaram algumas terras e ele se tornou fazendeiro. Depois, mudaram-se para a capital do Estado, onde ele fundou a primeira editora de livros no Brasil, a Monteiro Lobato & Cia. O escritor faleceu em 1948. Em sua homenagem, comemora-se o Dia Nacional do Livro Infantil na data do seu aniversário, 18 de abril.
",1
" O domínio da gramática normativa não é suficiente para que um usuário da língua tenha o que se chama de competência comunicativa. Isso significa que o usuário, além de conhecer a língua, precisa desenvolver a capacidade de fazer adequações às diversas situações em que tiver de utilizá-la. Aperfeiçoar essa competência implica: refletir sobre qual é a intenção ao produzir uma mensagem: falada ou escrita;  analisar para quem se destina a mensagem; refletir sobre a situação em que a comunicação é feita: formal, informal, profissional, mais íntima, mais impessoal, pública, privada, etc; conhecer o meio que será utilizado para veicular a mensagem: oral, escrito, visual, sonoro, gestual; • analisar as características do veículo de comunicação, caso venha a utilizá-lo (mural, revista, folheto, jornal, rádio, TV, outdoor, cartaz...). Esses aspectos levam constantemente o usuário da língua a fazer escolhas de linguagem para realizar as adequações necessárias a cada circunstância. No dia a dia, nem sempre pensamos em tudo isso, pois o uso da língua é mais espontâneo, especialmente nas situações a que estamos mais habituados. Nesse uso, sem perceber, fazemos escolhas, empregamos algumas regras de colocação das palavras, de concordância... e nos comunicamos muito bem. Utilizamos o que se chama de gramática natural. Entretanto, há situações em que temos de adequar o uso que fazemos da língua a um padrão formal: em alguns círculos sociais, em uma palestra para especialistas, na escrita de um documento, em um relatório técnico, em um texto científico... São situações que exigem um uso formal, às vezes mais planejado, menos espontâneo e até mesmo menos natural da língua, Ter competência comunicativa é ter capacidade de empregar a língua em situações diversas fazendo as adequações necessárias. Por isso, é importante conhecer e saber usar tanto a variedade coloquial quanto a variedade-padrão da língua, podendo, assim, escolher em que situações utilizar cada uma dessas variedades.",2
" Por convenção, os números 0 e 1 não são primos nem compostos. O Teorema Fundamental da Aritmética afirma que qualquer número inteiro positivo pode ser escrito como o produto de vários números primos (chamados fatores primos). O processo que recebe como argumento um número composto e devolve os seus fatores primos chama-se decomposição em fatores primos (fatoração). Exemplos:
O máximo divisor comum (também conhecido por maior divisor em comum) entre dois números formula_29 e formula_30 (vulgarmente abreviada como formula_31) é o maior número inteiro encontrado, que seja divisor dos outros dois. Por exemplo, formula_32 A definição abrange qualquer número de termos. Exemplo:
Esta operação é tipicamente utilizada para reduzir equações a outras equivalentes:
Seja formula_34 o máximo divisor comum entre formula_29 e formula_30 e também formula_37 e formula_38 o resultado da divisão de ambos por formula_39 respectivamente. Então, o seguinte se verifica:
Pode-se calcular o MDC de duas formas:
Faz-se a fatoração de cada termo separadamente para, depois, multiplicar os fatores comuns de menor expoente. formula_41
Com efeito,
Na Fatoração conjunta (ou algoritmo de Euclides, ou ainda Processo das divisões sucessivas) fatora-se simultaneamente até dois números. Monta-se a tabela com a seguinte estrutura:
onde,
O último resto (antes do 0) será o MDC. O Mínimo Múltiplo Comum (também conhecido por menor múltiplo em comum) entre dois números formula_29 e formula_30 (vulgarmente abreviada como formula_51) é o menor número inteiro encontrado, que seja múltiplo dos outros dois. Por exemplo, formula_52 
Pode-se calcular o MMC de duas formas:
Faz-se a fatoração com todos os ""n"" termos, simultaneamente:
formula_53
Faz-se a fatoração de cada termo separadamente para, depois, manter-se a base em comum e o expoente maior, multiplicado pelos fatores não comuns. formula_53
Com efeito,
Relação de Bézout: 
formula_55
Algoritmo de Euclides: 
MDC(a, b)=MDC(a, b-a)
MDC(a, b)=MDC(a, r), onde r é o resto da divisão de b por a.
Exercícios:
Uma abordagem mais avançada:",3
" Qualquer artigo comercial que precise de ser localizável, deve ser imperativamente identificado com um GTIN (""Global Trade Item Number""). Esta identificação aplica-se a qualquer nível de hierarquia do produto. Na troca de dados mestre tem que se assegurar uma afectação adequada de toda a informação importante. Uma vez alcançado o total e correcto alinhamento de dados mestre (Figura 1), dá-se por terminado o sub-processo 2. O sub-processo 3 estabelece como atribuir e aplicar a identificação de artigos localizáveis e ainda como recolher, partilhar e armazenar os dados de rastreabilidade durante o fluxo físico (Figura 2). Este sub-processo inicia-se quando existe necessidade de responder a um processo gerido por vendas, isto é, quando se cria inventário adicional directa ou indirectamente. A identificação do artigo de ser única e atribuída aquando da sua concepção física. Deve ser decidido qual o nível de rastreabilidade do artigo e posteriormente o conjunto de dados que serão passíveis de troca entre os parceiros comerciais. Quando o artigo localizável é um artigo comercial:
Normalmente qualquer identificação de artigo deve ser realizada através do GTIN («Global Trade Item Number»), no entanto para que se aplique o sistema de rastreabilidade, esta identificação não é suficiente, pelo que é necessário adicionar mais informação ao artigo. Esta informação consiste no número de série, SGTIN («Serialized Global Trade Identification Number»). Quando o artigo localizável é uma unidade logística:
A identificação é feita através do SSCC («Serial Shipping Container Code»). Sempre que um artigo é modificado/transformado, este deve anexar uma identificação da ocorrência no próprio artigo, caso não seja possível deverá existir um documento anexado ao artigo com tais modificações, para efeitos de identificação. Todas as fontes e destinos de artigos localizáveis, devem recolher a identificação do item ou do activo. Deve ser fornecido pela origem do artigo, qualquer forma de reunir e associar toda e qualquer informação relevante para o artigo. O armazenamento de dados de rastreabilidade conclui-se quando o artigo é entregue no ponto final de venda de produtos, ou ainda quando o artigo é destruído.",4
" Veja se você não tem vários colegas de escola que são filhos únicos. É possível que você também seja filho único. Isso acontece porque ter filho é algo que as pessoas desejam, mas para isso elas precisam ter tempo para cuidá-los e dinheiro suficiente para oferecer uma boa educação às crianças. Imposto é um dinheiro que todas as pessoas têm de pagar para o governo cada vez que compram alguma coisa ou vão pegar o salário no banco. O governo, então, junta esse dinheiro que é dado por todas as pessoas do Brasil e promete que vai usar isso para melhorar os hospitais, as estradas, as escolas, por exemplo. Mas as pessoas reclamam que o governo não faz o que promete. Também reclamam que o imposto faz as coisas que elas compram ficarem muitas caras. Se o seu pai, por exemplo, não tivesse que pagar imposto quando compra comida para sua casa ou roupas para você usar, sobraria mais dinheiro no final do mês. A gasolina está mais barata na maioria das cidades gaúchas. Isso ocorreu por dois motivos. Primeiro, porque o imposto que o governo do Estado cobra do motorista na hora que ele abastece seu automóvel ficou menor em janeiro. Segundo, muita gente tirou férias e as cidades grandes ficaram vazias. Para conseguir vender, os postos baixaram o preço para atrair quem ficou nas cidades. Em 1º de outubro, as pessoas com mais de 16 anos vão votar para escolher o novo presidente do Brasil, os próximos governadores e quem serão os deputados estaduais, os deputados federais e os senadores a partir de 2007. No Rio Grande do Sul, a principal eleição será a que vai escolher quem vai governar nosso Estado a partir de 2007. Este governador é o responsável, por exemplo, pelo salário dos professores públicos e pela conservação ou construção de estradas estaduais. Para vencer a eleição, os políticos de diferentes partidos precisam se entender para que possam conquistar a maioria dos votos.",1
" Em pouco tempo, os angolanos tornaram-se vitais para a agricultura colonial brasileira. Tanto assim que, quando os holandeses tomaram a cidade angolana de São Paulo de Luanda, partiu do Brasil a expedição que retomou Angola, em 1648. Os escravos eram vendidos por chefes de tribos inimigas ou, como em Angola, os próprios portugueses invadiam o interior seqüestrando o que chamavam de “peças da Índia”. Pagava-se com a aguardente feita nos engenhos do Brasil. Os navios negreiros vinham superlotados. Boa parte da “carga” morria na viagem — daí o apelido sinistro dos navios: “tumbeiros”. Havia dois tipos de escravos: os que trabalhavam nas plantações e os empregados domésticos. Dependendo do senhor, a vida de um escravo doméstico poderia ser menos terrível. Já os escravos empregados na colheita da cana trabalhavam até morrer. Eram os que mais fugiam. Qualquer sinal de rebeldia era punido. Depois de chicoteados, os fujões recebiam um coquetel de sal, limão e urina nas feridas. A média de “vida útil” de um escravo de plantação não passava de cinco anos, diz o historiador Décio Freitas, autor de Palmares, a Guerra dos Escravos. Quando chegava aos 30, o negro já estava fisicamente liqüidado ou desqualificado para o trabalho, seja do canavial ou do engenho. Com isso, seu valor caía e era mais lucrativo para o senhor comprar outro, mais jovem. Em vários momentos e regiões da vida colonial, os escravos eram a maioria da população. Por isso, as revoltas eram muito temidas. Para preveni-las, os senhores evitavam ter escravos da mesma origem, para que não pudessem conversar entre si. A palavra “boçal” era usada para designar o escravo que ainda não falava português. “Ladino” era o que falava a língua e podia ter algum ofício, como carpinteiro, ferreiro, vaqueiro. Os “ladinos” eram mais valiosos e mais bem tratados. Tinham menos interesse em fugir para um quilombo, no mato.",2
"História da Catalunha/Idade média
Nesse século, foi feita a primeira menção ao famoso Mosteiro do Monte Serreado.
Com a queda do Império Romano do Ocidente, em 476, a Catalunha sofreu um vazio de poder, que foi preenchido prontamente pelos visigodos, povo germânico proveniente da Escandinávia. Apesar de suas origens bárbaras, os visigodos já haviam sido cristianizados e seguiam as leis romanas, o que facilitou sua adaptação às províncias romanas da Península Ibérica.
Os visigodos dominaram toda a região até 711, quando ocorreu a invasão muçulmana da península, realizada principalmente por berberes do norte da África. Em 717, Barcelona caiu nas mãos dos muçulmanos.
No século IX, os francos de Carlos Magno retomaram a Catalunha para os cristãos, criando a Marca Hispânica ao longo da cadeia montanhosa dos Pirineus. A Marca Hispânica era formado pelos seguintes condados: o da região basca, Pamplona, Jaca, Sobrarb, Ribagorça, Pallars, Berga, Empúries, Besalú, Rosselló, Vallespir, Barcelona, Cerdanya, Conflent, Osona, Urgell, Perelada e Girona. Dentre os condes, sobressaiu ""Guifré el Pelós"" (Wilfredo, o cabeludo), que governou os condados de Barcelona, Urgell, Girona e Cerdanya e que iniciou a dinastia dos condes-reis de Barcelona. Segundo a lenda, a ""senyera"" (a bandeira catalã, também chamada ""les quatre barres"" ou ""as quatro barras"") foi criada por ocasião da morte de Wilfredo, em 897, numa batalha em que Wilfredo apoiava o rei dos francos ocidentais Carlos, o Careca, neto de Carlos Magno. Vendo Wilfredo morrer, Carlos teria molhado os dedos no sangue de Wilfredo e os passado no seu escudo de ouro, formando o desenho da bandeira catalã.
Barcelona passou a dominar toda a região da Catalunha, expandindo seus domínios para o norte, na Provença e para o sul, para além de Tarragona, adquirindo autonomia em relação ao império franco. Sob o reinado de Ramon Berenguer I (1023-1076), a Catalunha formou o primeiro governo constitucional da Europa, colocando por escrito suas práticas políticas nos ""Usatges"" (""Usos""). Nessa época, foi utilizado, pela primeira vez, o termo ""catalão"". Em 1137, o principado de Barcelona uniu-se ao vizinho reino de Aragão através do casamento de Ramon Berenguer IV com Petronila de Aragão. O rei construiu três mosteiros cistercienses no sul da Catalunha (Santas Cruzes, Poblet e Valbona de les monges) que o ajudaram a consolidar o seu poder durante o processo da reconquista da área aos muçulmanos. 
No século XIII, o Reino de Aragão expandiu-se pelo Mediterrâneo anexando as Ilhas Baleares, a Sicília, a Sardenha e Nápoles. O código de comércio catalão, o ""Llibre del Consolat de Mar"", foi adotado em todo o Mediterrâneo. Grandes nomes deste período foram: o rei Jaime I, o conquistador e os almirantes Roger de Flor, líder dos mercenários ""Almogavers"" e Roger de Llúria. Grande parte dos navios aragoneses foram construídos no estaleiro barcelonês de Drassanes. Nesse período, surgiram, em Barcelona, a ""carrer Montcada"", rua de ricas mansões; a bolsa de valores (""La llotja""); a Igreja de Santa Maria do Mar; o parlamento (as ""Corts""); o ""Saló del tinell"", no Palácio Real e o ""Saló de cent"", na ""Casa de la ciutat"". O estilo gótico predominante nessa época fez com que a região central da cidade de Barcelona ficasse conhecida até hoje como ""Bairro Gótico"".
Em 1347-8, a peste negra matou um quarto da população catalã.

",3
" Álgebra linear/Sistemas de equações lineares
Este estudo de álgebra linear começará com a análise dos sistemas de equações lineares. Tais sistemas aparecem frequentemente em matemática aplicada, economia e engenharia ao modelar certos fenômenos. Por exemplo, em programação linear, geralmente é discutido como maximizar o lucro quando existem certas ""restrições"" relacionadas a dificuldade, disponibilidade de tempo, ou outras condições. Estas restrições podem ser colocadas na forma de um sistema de equações lineares. Uma equação linear é uma equação composta exclusivamente de adições e subtrações de termos que são constantes ou o produto de uma constante pela primeira potência de uma variável. Conforme a natureza do problema que dá origem a equação, as constantes e as variáveis podem ser números inteiros, reais, complexos ou ter uma estrutura ainda mais geral (veja, por exemplo, um artigo sobre ""corpos"" na Wikipédia). No caso dos números inteiros, chama-se a equação de ""equação linear diofantina"", e seu estudo é feito na teoria de números. Neste , será considerado que as constantes e as variáveis de uma equação linear são elementos de um subcorpo formula_1 do ""corpo dos números complexos"". Os elementos de formula_1 serão chamados de ""escalares"". Para a maior parte do texto, o leitor não familiarizado com corpos e outras estruturas algébricas pode admitir que os escalares são os números complexos. Uma caracterização mais formal do que se entende por ""equação linear"" é a seguinte:
Cada equação linear pode ser vista como uma igualdade entre zero e um polinômio do primeiro grau em várias variáveis, uma vez que:
formula_3formula_4
<br>
Neste último exemplo aparece apenas a variável formula_5, com coeficiente formula_6. O termo constante é formula_7.</li>
</ul>
Como foi ressaltado no exemplo, para uma equação ser chamada de ""linear"", ela não precisa necessariamente estar com todas as variáveis no membro esquerdo da equação, embora seja usual escrevê-la assim. Como será visto posteriormente, usando essa convenção é possível simplificar a resolução de ""sistemas de equações lineares"" (veja adiante), introduzindo o conceito de matriz.",4
