text,level
" Em 1872, o português Bento Joaquim Alves Pereira construiu o solar do Jambeiro, residência no bairro do Ingá",3
" Ao longo do século XIX, desenvolveu-se a indústria naval em Niterói, especialmente na Ponta dAreia, que passou a abrigar importantes estaleiros, como, por exemplo, o estaleiro do visconde de Mauá",3
" O imperador dom Pedro II gostava de visitar a cidade para assistir aos espetáculos no teatro Santa Teresa, atual teatro municipal João Caetano",3
" Em 1845, ele inaugurou o chafariz da Memória, na atual Praça do Rink e, em 1854, a Igreja de São João Batista, no Centro",3
" Também foi inaugurado, pelo imperador, o asilo Santa Leopoldina, mais tarde transferido para Icaraí",3
 Em 1897 foi fundado o Rio Cricket & Athletic Association em Icaraí em um terreno que foi do Mosteiro de São Bento,3
" No dia 4 de abril de 1888, a câmara municipal de Niterói aboliu a escravidão na cidade, um mês e quatro dias antes de a princesa Isabel assinar a Lei Áurea",3
" Em 1889, foi inaugurada a nova estação das barcas na praça Arariboia",3
" Em 1890, Niterói teve seu território grandemente reduzido devido à separação das freguesias de São Gonçalo, Nossa Senhora da Conceição de Cordeiro e São Sebastião de Itaipu, que passaram a constituir o município de São Gonçalo",3
" Em 1894, no auge da Segunda Revolta da Armada (revolta da marinha pelo cumprimento da Constituição de 1891, que obrigava a realização de eleições presidenciais para a escolha do sucessor de Deodoro da Fonseca, presidente que havia renunciado ao cargo em 1891",3
" O cargo havia sido ocupado por Floriano Peixoto, o vice-presidente",3
" Mecânica dos fluidos/O que é fluidoFormalmente, um fluido é uma substância que se deforma continuamente quando submetida a uma tensão de cisalhamento (força tangencial distribuida em uma área); em contraste, um sólido (não-fluido) experimenta, nessas condições, uma deformação que é proporcional à intensidade da força aplicada",4
" Uma definição equivalente é a seguinte: fluido é uma substância que, quando em repouso, não oferece resistência a uma força de cisalhamento",4
" Ou seja, ao contrário de um sólido, um fluido não é capaz de exercer uma força de resistência proporcional à deformação (F = kx), embora possa ser capaz de exercer uma força de resistência proporcional à velocidade da deformação (F = kv)",4
 Fluidos constituem o que se conhece pelos estados líquido e gasoso da matéria,4
" São exemplos de fluidos a água, o ar, o sangue e o vidro",4
" Os fluidos quase sempre caracterizam-se por partículas fracamente ligadas, apresentando considerável mobilidade",4
" A estrutura não apresenta simetria de translação ou periodicidade, exceto quando se trata de materiais conhecidos como Cristais Líquidos",4
" Em um líquido, o volume é pouco sensível a variações de pressão (fluido incompressível); em um gás, o volume varia bastante de acordo com a pressão (fluido compressível)",4
 Define-se pressão como a força F aplicada em uma unidade de área A,4
" No Sistema Internacional de Unidades (SI), essa grandeza é medida em pascals (1 Pa = 1 N/m)",4
" A pressão pode ser ""absoluta"", ou seja, medida com relação ao vácuo, ou ""manométrica"" (ing",4
" ""gage pressure""), quando medida com relação à pressão atmosférica",4
" Quando se usam equações de estado de gases, por exemplo, deve ser usada a pressão absoluta",4
" No estudo dos fluidos, é importante conhecer e considerar o campo gravitacional ao qual eles estão sujeitos",4
" Considere-se, por exemplo, uma parede de tijolos, composta de n fileiras",4
" Devido ao seu peso, a primeira fileira, de cima para baixo, exerce uma pressão formula_1 sobre a base superior da segunda",4
" A segunda também exerce uma pressão formula_1 sobre a base superior da terceira, devida ao seu próprio peso, além de transmitir-lhe a pressão sofrida em razão da primeira, e assim sucessivamente",4
 Estavam se preparando para qualquer coisa ruim que pudesse acontecer aos Estados Unidos em época de guerra,1
" Temiam um bombardeio que destruísse informações importantes, guardadas por muito tempo em vários computadores espalhados pelo território norte-americano",1
 Esses cientistas pensaram então em criar uma rede que não tivesse um comando central,1
" Assim, se um dos pontos da rede fosse destruído, ela conseguiria sobreviver",1
" No começo não se chamava Internet, mas Arpanet",1
 Arpa era a sigla para a agência de projetos de pesquisa avançados,1
 Net é a palavra inglesa para rede,1
" As informações que circulavam por essa rede, a princípio, eram sigilosas",1
" Aos poucos, universidades e laboratórios também se ligaram nela",1
" Primeiro nos Estados Unidos e, depois, em outros países também",1
" Foi somente em 1987 que as empresas puderam entrar, mas apenas em 1992 explodiu e virou moda",1
 Hoje existem mais de 200 milhões de pessoas conectadas,1
" Sabia que a primeira viagem à Lua tem tudo a ver com a Internet? E que os computadores se comunicam por uma ""linguagem"" comum, chamada protocolo? Para os íntimos, pingue-pongue",1
" Provavelmente você conhece esse esporte, e talvez até tenha jogado",1
" Quem sabe, mesmo, seja um craque da bolinha! Mas para ser um ""pingue-pongueiro"" olímpico, é preciso ser realmente muuuuuito rápido",1
 O apelido já diz tudo: não é pingue-(silêncio)-pongue: isto seria o apelido do tênis normal,1
 Já viu uma partida de tênis de mesa pela TV? Pingue-pongue-pingue-pongue-pingue-pongue,1
" Às vezes, a bolinha parece ter sumido no ar, embora os jogadores continuem se movendo e você escute o barulho",1
" Ela pode atingir 230 km/h, só naquele espacinho de nada! O objetivo é fazer 21 pontos, com vantagem de 2 sobre o adversário",1
 Há disputas em duplas e individuais,1
" Nos campeonatos, há várias partidas acontecendo em um ginásio ao mesmo tempo",1
 Imagine o barulhão! Os chineses são os maiores jogadores de tênis de mesa,1
" Dizem que há 60 milhões de praticantes só na China, uma das razões de o pingue-pongue ser considerado o esporte mais popular do mundo, ao lado do futebol",1
Saúde e Bem-estar,2
" Frequentemente ouvimos alguém dizer que uma determinada planta pode ser usada como remédio e que, por ser um produto natural, não possui contraindicações",2
" Entretanto, isso não é bem verdade",2
" Sabemos que diversas plantas possuem sim substâncias que podem fazer bem à nossa saúde, porém o uso em excesso ou a falta de conhecimento a respeito das características morfológicas da planta, dificultando sua identificação, podem levar a sérios riscos",2
 O boldo é uma planta muito usada em todo o mundo na medicina popular como remédio contra má digestão e doenças no fígado,2
 É frequentemente indicada para pessoas que ingerem bebidas alcoólicas em grande quantidade,2
 A ação do boldo é comprovada e acredita-se que a substância responsável pelos seus benefícios é o alcaloide boldina,2
" Além da presença desse alcaloide, as folhas apresentam taninos, óleos essenciais e flavonoides",2
" Os benefícios do boldo são geralmente relacionados com a espécie Peumus boldus, uma Monimiaceae endêmica do Chile, popularmente chamada de boldo-do-chile",2
" Ela não é vista crescendo naturalmente no Brasil, mas seus subprodutos são encontrados em farmácia",2
" Frequentemente são utilizadas outras espécies de boldo brasileiras como medicinais, porém estudos comprovam que a maioria das espécies utilizadas pode causar irritação gástrica e problemas na gestação",2
" O boldo-do-chile tem ação colerética (estimula a produção da bile), colagoga (estimula a secreção da bile para o duodeno) e diurética, além do efeito hepatoprotetor, anti-inflamatório e antioxidante",2
" No entanto, a mesma substância que tem ação favorável pode causar riscos à saúde",2
 Estudos comprovam que o chá de boldo em grandes quantidades pode apresentar certa hepatotoxicidade,2
" Além disso, foi comprovado também o seu efeito teratogênico, ou seja, ele causa má formação do feto",2
 O uso de boldo por grávidas também pode levar ao aborto,2
" Vale destacar também que sua ingestão não é recomendada juntamente a anticoagulantes, pois a boldina causa inibição da agregação das plaquetas",2
" As plantas medicinais são frequentemente usadas sem nenhuma indicação, lembre-se de que o uso incorreto ou em excesso pode causar sérios riscos e danos à saúde",2
 O melhor é procurar seu médico sempre! ,2
" Luiz Antônio Sacconi expõe em sua gramática uma classificação independente das classes gramaticais, intitulada palavras e locuções denotativas e a elas não atribui classe gramatical nem função sintática",3
" São dezoito tipos, assim distribuídos:- Adição",3
 Ex,3
 : A senhora não trabalha e ainda reclama!? - Afastamento,3
 Ex,3
 : Vou embora daqui,3
 - Afirmação,3
 Ex,3
 : Com certeza você já sabe das minhas intenções,3
 - Aproximação,3
 Ex,3
 : Esse rapaz já é quase doutor,3
 - Coincidência,3
 Ex,3
 : Logo eu fui ser escolhido,3
 - Continuação,3
 Ex,3
" : Ora, o acusado se diz pai da criança",3
" Em sendo pai da criança, esta é sua filha",3
 - Distribuição,3
 Ex,3
" : cada paixão é, a princípio, como um mendigo; em seguida, como um hóspede e, finalmente, como o dono da casa",3
 - Exclusão,3
 Ex,3
" : Ela olhou só para mim, apenas para mim",3
 - Explicação,3
 Ex,3
" : Admiro apenas duas forças no mundo: a força física e a inteligência, isto é, as duas únicas formas de energia",3
 - Freqüência,3
 Ex,3
" : Você, sempre você",3
 - Inclusão,3
 Ex,3
" : Até você, Brutus!? - Negação",3
 Ex,3
 : Que esperança! Ela não volta nunca mais! - Precisão,3
 Ex,3
 : Cheguei às oito horas em ponto,3
 - Realce,3
 Ex,3
" : As crianças devem Ter ficado com a avó, sei lá",3
 - Restrição,3
 Ex,3
 : Sua tese é relativamente bem arquitetada,3
 - Retificação,3
 Ex,3
" : Foram assaltados por um mascarado, aliás, por dois",3
 - Seleção,3
 Ex,3
" : Gosto do Brasil, principalmente da Bahia",3
 - Situação,3
 Ex,3
" : Mas quem é essa pessoa que insiste em falar comigo ao telefone? Achamos incoerência nessa classificação por considerarmos injusto criar uma classe para um vocábulo com apenas um morfema (artigo) e não criar uma classe para as palavras denotativas, muito menos atribuir função sintática à maioria dos vocábulos e não para as palavras denotativas",3
" Outra incoerência é considerar o advérbio uma palavra que exprime circunstância e não considerar circunstancial a seguinte forma: ""com certeza você já sabe das minhas intenções"" (Sacconi, 1990, pág",3
" Se formula_97, então formula_98, assim, temos que (pelo fato de ""m"" ser mínimo em ""β - α"" e ""s(α)"" ser um membro deste conjunto) que formula_90, que implica formula_100 (absurdo) ou formula_101 (igualmente absurdo)",4
" Temos, portanto, que formula_96 e formula_103",4
" Tomemos ""x"" um elemento qualquer de ""α""",4
" Comparando ""x"" com ""m"", temos que ""x = m"" ou formula_88 implicam no absurdo formula_100, o que conclui a prova de que formula_95",4
" Por outro lado, seja ""x"" um elemento de ""m""",4
" Se formula_107, então formula_108, contradizendo a propriedade de ""m"" ser mínimo - ou seja, formula_94",4
" Ou seja, provamos que formula_110 cujo corolário é que formula_59",4
" Ou seja, sejam ""Ord(α)"", formula_45 e formula_113",4
" Então ""Ord(β)""",4
" É fácil ver que:Logo, define-se a relação ""((β, β), Rb)"" como o subconjunto da relação ""((α, α), Ra)"" para os elementos de ""β""",4
" Quase todos axiomas seguem imediatamente do fato dos elementos de ""β"" serem elementos de ""α"":Falta mostrar:Seja portanto ""x"" um elemento de ""β"", por construção de ""β"" existe um elemento ""y"" em ""S"" com formula_121, mas como ""x"" e ""y"" são ordinais, temos que formula_122, ou seja, temos formula_123 portanto (ver exercício em ",4
/Axioma da união/) formula_124,4
" Aqui, ""antecessor"" de um ordinal ""β"" é um ordinal ""α"" com ""β = s(α)""",4
" Obviamente, o conjunto vazio não tem antecessor",4
" Provaremos mais adiante que o antecessor, se existe, é único",4
" Exibiremos, mais adiante, ordinais não-vazios que não tem antecessor; estes ordinais são chamados de ""ordinal limite""",4
" Seja portanto ""Ord(β)"" e formula_125",4
" Vimos acima que ""Ord(α)"" e que formula_126",4
 Falta provar apenas que formula_127,4
 Suponhamos então que formula_128,4
" Provaremos inicialmente que este ""x"", se existe, é único: se existirem ""x"" e ""y"" na diferença ""β - α"", pela totalidade, temos que formula_129 (e analogamente para formula_130) implica que formula_131, ou seja formula_132, contradição",4
 Então temos que formula_133,4
" Basta então mostrar que ""x = α""",4
" Como formula_134, então formula_135",4
" Ou seja, formula_136",4
" Por outro lado, suponha que formula_137, então, por ""x"" e ""y"" serem elementos de ""β"", temos que ""x = y"" ou formula_50 ou formula_130",4
" ""x = y"" e formula_50 levam a contradição, porque formula_107",4
" Portanto, temos que formula_130, o que conclui formula_143",4
" Em resumo, mostramos que, se formula_65, então formula_133 e ""x = α"", concluindo que ""β = s(α)""",4
" Várias provas importantes sobre os números ordinais (por exemplo, se ""α"" é um número ordinal então ""s(α)"" também é um número ordinal) precisam dos próximos axiomas, especialmente o axioma da potência",4
 Os próximos capítulos foram escritos de forma que possam ser estudados de forma independente,4
" Em cada um deles, é apresentado um axioma, e os conceitos aqui introduzidos são um pouco expandidos, com novas provas",4
" Na seção seguinte, todos os axiomas são supostos, e estes temas serão revistos e aprofundados",4
 Os axiomas são:,4
" Por isso, vamos dar meia-volta, passar por Vênus e aproveitar para dar uma olhada de longe na Terra",1
" Quinto maior planeta do Sistema Solar, a Terra vista do espaço é uma esfera azul com manchas marrons e verdes (que são os continentes)",1
" Ops, aí vem a Lua, o único satélite da Terra",1
 Melhor seguir adiante,1
" Chegamos ao ""planeta vermelho"": Marte, o quarto planeta mais próximo do Sol e que, junto com os outros três, integra o grupo dos planetas rochosos do Sistema Solar",1
" Assim como a Terra tem seu satélite, a Lua, Marte também não está desacompanhado: possui dois pequenos satélites de formas irregulares, com nomes engraçados: Fobos e Deimos",1
" No século 19, os astrônomos acreditavam que Marte possuía sinais de vida, como marcas parecidas com canais de água e manchas escuras semelhantes a vegetação",1
" Hoje se sabe que as manchas de ""vegetação"" eram áreas de concentração da poeira vermelha, cor de tijolo, que cobre a maior parte do planeta",1
" Mas, em relação à água, esses astrônomos estavam certos: em junho de 2",1
"000, cientistas descobriram que existe mesmo água em Marte! Embora não tenham encontrado nenhuma evidência de ""vida marciana"", os pesquisadores dizem que o planeta tem as condições necessárias para a existência de seres vivos",1
" E, em agosto de 2003, Marte passou ""raspando"" aqui na Terra! Em 60 mil anos, essa foi a ocasião em que o planeta vermelho chegou mais perto da gente",1
 Confira no Arquivo do Jornal do Canal! O próximo planeta que encontramos pela frente é Júpiter,1
" É o primeiro dos planetas gasosos, ao lado de Saturno, Urano e Netuno",1
" Existem algumas características comuns a esses quatro planetas: são formados por elementos leves (diferente dos planetas rochosos, compostos de rochas e metais), possuem vários satélites e são bem grandes",1
" Júpiter é o maior dos planetas, ""apenas"" mil vezes menor que o Sol, e possui vários anéis e satélites",1
" Como sua rotação é muito rápida, formam-se fascinantes estruturas de nuvens",1
Biologia,2
" As minhocas eram definidas por Aristóteles como ""arados da terra"", em razão dos túneis e galerias que formam no solo em busca de abrigo e alimento - hábito este que proporciona uma grande vantagem a ele, facilitando a aeração e irrigação – inclusive aos mais compactados",2
" Os egípcios também reconheciam a importância deste oligoqueto e atribuíam a ele poderes divinos, pelo fato de ser grande responsável pela fertilidade das terras próximas ao Rio Nilo",2
" Felizmente, a importância deste animal ao solo e ao ambiente, de forma geral, é reconhecida nos tempos atuais",2
" Seu uso na agricultura é bastante requisitado, visto que, sendo detritívoros, reciclam a matéria orgânica ao ingeri-la juntamente com a terra (expelindo mais de 50% do que ingere na forma de húmus), acelerando o processo de decomposição",2
" Além disso, o adubo orgânico é mais rico em flora bacteriana, azoto, cálcio, magnésio, fósforo e potássio do que o próprio solo no qual se alimentou e é menos oneroso e prejudicial ao ambiente do que os fertilizantes",2
" Ainda, controlam a toxidade do solo, corrigindo o p",2
 H e excessos de alumínio e aumentam a resistência das plantas a pragas e doenças,2
" As espécies mais utilizadas na agricultura são: a minhoca vermelha da Califórnia (Eisenia Phoetida), minhoca dos resíduos orgânicos (Lumbricus Rubellus) e minhoca Gigante Africana (Eudrilus Eugeniase)",2
" Há pessoas que utilizam o método da compostagem em casa, como forma de reciclar os resíduos alimentares e obter adubo para suas plantas",2
" Para tal empreitada, é usual enterrar estes resíduos, cobrindo-os com folhas secas ou terra",2
" Com o uso das minhocas para os fins já citados, este método é otimizado, conferindo jardins mais bonitos",2
" Além disso, a reciclagem de detritos alimentares contribui para a redução desse tipo de lixo que, no Brasil, é o mais produzido e gera grandes problemas ao ambiente",2
 Matemática elementar/Geometria plana/PolígonosPolígonos são figuras geométricas planas das formadas por segmentos de reta interligados entre si fechados (linha poligonal fechada),3
" Um polígono possui os seguintes elementos:Os polígonos são classificados:Em termos das medidas de seus ângulos, um polígono pode ser:Não há restrições quanto ao número de lados n de um polígono desde que n ≥ 3",3
" Embora apenas alguns possuam nomenclatura própria, segue uma tabela com alguns destes nomes:A título de curiosidade, são mostrados a seguir os nomes de alguns polígonos cujos números de lados são potências de 10:Veja as páginas ""triângulos"", pontos, linhas e círculos associados a um triângulo"" e ""triângulo retângulo""",3
 Quadriláteros são as figuras geométricas planas formadas por quatro lados,3
" Eles são classificados em seis tipos, dependendo da proporção entre seus lados e ângulos:São quadriláteros em que todos os ângulos são iguais (a 90°) e todos os lados têm a mesma medida",3
" Portanto, todos os quadrados apresentam semelhança de ângulos e lados",3
" Pelo fato de o quadrado possuir quatro lados ""l"" idênticos, o perímetro ""P"" pode ser facilmente deduzido porTambém, para todos os quadrados, pode-se deduzir através do teorema de Pitágoras a sua diagonal ""d"", ora, pois, o quadrado é formado pela união de dois triângulos retângulos idênticos:Conclui-se que a diagonal de qualquer quadrado é igual ao produto de seu lado por ",3
" Um retângulo é um paralelogramo, cujos lados formam ângulos retos entre si e que, por isso, possui dois lados paralelos verticalmente e os outros dois paralelos horizontalmente",3
" Todos os ângulos internos no retângulo são iguais a 90°, mas seus lados podem ser diferentes",3
 Pode-se considerar o quadrado como um caso particular de um retângulo em que todos os lados têm o mesmo comprimento,3
" O perímetro do retângulo, pode, então, ser deduzido porEm que ""a"" e ""b"" são os lados do retângulo",3
" Igual ao quadrado, a diagonal ""d"" do retângulo é dada pelo teorema de Pitágoras:São quadriláteros em que todos os lados possuem a mesma medida, assim como o quadrado",3
"Curso de termodinâmica/Variação da energia livre com a temperatura e a pressãoPelas definições de G e H:formula_1formula_2Segundo as primeira e segunda leis da termodinâmica, aplicadas a um processo reversível: formula_3Em conseqüência, para qualquer processo reversível (no equilibrio):formula_4Se considerarmos dG como a diferencial total exata de G(P,T), temos:formula_5o que leva a :formula_6G, V e S são propriedades extensivas, quer dizer, seu valor depende da quantidade de matéria considerada; ao contrário, P e T não dependem do tamanho do sistema, ou seja, são propriedades intensivas",4
" Por exemplo, para um mol, temos:formula_7 A entropia S (que é o logaritmo de um número de estados) e o volume V são sempre positivos",4
" Alem disso, o volume de uma quantidade de gás é sempre muito maior que o volume de líquido correspondente",4
" Por outro lado, a entropia do gás é maior que aquela do líquido",4
" Podemos então representar esquematicamente as variações de G, para uma certa quantidade de qualquer corpo puro, da seguinte maneira:A temperatura constante, um aumento da pressão conduz à liquefação do gás porque, a pressão elevada, a energia livre de uma certa quantidade do corpo no estado gasoso é maior que aquela da mesma quantidade do corpo no estado líquido",4
"G > GDe maneira inversa, a pressão constante, o aquecimento de um líquido provoca sua vaporização",4
"G < GA temperatura e pressão constantes, na interseção das duas curvas G(T), a energia livre de uma certa quantidade do corpo puro é a mesma em cada fase: as duas fases estão em equilibrio",4
 O sistema inclui as duas fases nas proporções que dependem das outras variáveis de estado,4
" Para o equilibrio de vaporização, por exemplo, podemos mudar a proporção de líquido e de gás variando o volume total do sistema sem mudar nem a temperatura nem a pressão: A energia livre do sistema como um todo é a mesma em cada caso:formula_8mas a energia livre da fase gasosa (G) ou da fase líquida (G) varia com o volume do sistema, conforme n e n mudam",4
As equações formula_9 permitem também expressar o efeito da pressão e da temperatura sobre a variação de energia livre formula_10 que acompanha uma transformação,4
" Assim:formula_11onde 1 e 2 designam dois estados do sistema (duas fases, por exemplo)",4
" A mudança de energia livre durante a transição 1 → 2 varia segundo: formula_12Se a transição se acompanhar de um aumento de volume, G aumenta com P",4
 A transição será então favorecida por uma diminuição de pressão,4
 Da mesma maneira: formula_13A variação de G com a temperatura e a pressão permite prever o diagrama de fase dos corpos puros,4
" Com efeito, a entropia de um corpo puro, que é um espelho de seu grau de organização, segue a ordem:S > S > S",4
 Nasceu no dia 21 de março de 1960 em São Paulo,1
 As pessoas mais próximas a Senna costumavam chamá-lo de Beco,1
" Seu pai, Milton da Silva, construiu o primeiro kart quando ele tinha apenas 4 aninhos! Mas a primeira corrida oficial só aconteceu mais tarde: em 1974, quando ele já tinha 13! Senna ganhou duas vezes o vice-campeonato mundial de kart",1
" A partir de 1981, o piloto venceu o campeonato de Fórmula Ford 1600",1
" No ano seguinte, faturou o campeonato de Fórmula Ford 2000 e, em 1983, conquistou a Fórmula 3000 inglesa, ufa! Com tantos títulos seguidos não deu outra: em 1984 lá estava Ayrton Senna dando o ar de sua graça na Fórmula 1, pela equipe Toleman! Terminou a temporada em 5º lugar e, em 1985, mudou-se para a equipe Lotus, onde ficou durante 3 anos",1
" Só em 1988 Senna voltou a sentir o gostinho da vitória pela McLaren, equipe que ficou até 1993 conquistando o bicampeonato em 1990 e o tricampeonato em 1991! Em 1994, Senna mudou para a equipe Williams, onde encerrou sua carreira no fatídico dia 1º de maio, durante o Grande Prêmio de San Marino, na Itália",1
" Na sétima volta, o carro chocou-se em altíssima velocidade contra a curva Tamburello, deixando o Brasil inteiro emocionado com sua morte",1
"Para muitos brasileiros, Ayrton é um piloto insubstituível",1
 Mas há quem ainda espere por alguém que consiga trazer tantas alegrias para o automobilismo brasileiro quanto o campeão Senna! A natureza também tem seus acessos de fúria,1
" E, quando isso acontece, sai da frente! Um exemplo dessa força da natureza são os furacões",1
 São grandes tempestades que giram e se formam sobre os oceanos próximo ao equador,1
 Eles podem ter um diâmetro de até 800 quilômetros,1
" Os ventos giram ao redor do olho (centro) da tempestade com velocidades que atingem 120 quilômetros por hora! Os furacões geram imensas ondas no mar, e muitas vezes, tempestades com trovoadas se formam dentro deles e produzem tornados",1
Sociologia,2
" A Ciência Política surgiu como disciplina e instituição em meados do século XIX, período em que avançou como “Ciência do Estado” principalmente na Alemanha, Itália e França",2
" De maneira mais ampla, a Ciência Política pode ser entendida como a disciplina que se volta para o estudo de qualquer fenômeno ligado às estruturas políticas de maneira sistemática, sempre apoiado na observação empírica rigorosa e fundamentado em argumentos racionais",2
" Nesse sentido, a palavra “ciência” é usada como ideia oposta à noção de “opinião”, de forma que, como Noberto Bobbio* esclarece em seu Dicionário de Política, “ocupar-se cientificamente de política significa não se abandonar a opiniões e crenças do vulgo, não formular juízos com base em dados imprecisos, mas apoiar-se nas provas dos fatos",2
"” Trata-se, portanto, de uma disciplina das Ciências Sociais que lida com o estudo de sistemas de governo, análises de comportamento político e de atividades políticas em geral",2
" Ela cuida, principalmente, dos atos e dos atores que participam de atividades políticas, considerando suas ações e o cenário em que essas ações são tomadas",2
" Dedica-se, também, ao estudo dos processos de disputa política, isto é, os processos de embate em nome da distribuição de poderes",2
" Em seus estudos, a Ciência Política recorre a diversas outras áreas do conhecimento humano",2
" Os campos de estudo da economia, do direito, da sociologia, da história, da antropologia, da administração pública, das relações internacionais, da psicologia e da filosofia política fazem parte do arcabouço teórico sobre o qual os esforços da ciência política estão apoiados",2
" Tendo surgido no mesmo momento histórico em que o progresso científico começava a deslanchar no mundo europeu e acompanhando o nascimento das demais disciplinas das ciências sociais, a ciência política construiu-se sobre as bases do empirismo científico",2
" Apesar de serem metodologicamente diversos, de maneira geral, suas análises estão baseadas nos mesmos métodos utilizados pelas demais áreas que se dedicam à pesquisa social: baseando-se em documentos históricos, em registros oficiais, na produção de pesquisa por questionário, análises estatísticas, estudos de caso e na construção de modelos",2
" Mesmo sendo uma disciplina “recente”, a ciência política possui raízes profundas na história do conhecimento humano",2
" Alguns dos primeiros pensadores que se dedicaram ao estudo da política remontam à Grécia antiga, com Platão e Aristóteles, ou ainda à Índia, com Chanakya, há mais ou menos 2",2
500 anos,2
" Apesar de seus trabalhos pertencerem ao campo da filosofia política, as análises dos contextos políticos de suas realidades serviram como base de construção da disciplina que temos hoje",2
" Em tempos mais recentes, entre os séculos XIV e XVIII, diversos outros pensadores contribuíram para o campo do conhecimento político",2
" Entre os mais importantes, estão: Thomas Hobbes, John Locke, Jean-Jacques Rousseau, Immanuel Kant e Friedrich Hegel",2
" Entretanto, dois de seus ângulos se diferem",3
" Considerando que a figura ao lado é um losango, obrigatoriamente os ângulos A e C são iguais entre si",3
 Os ângulos B e D também são iguais (mas não necessariamente iguais a A e C),3
 O quadrado é um caso particular do losango,3
 O perímetro é dado por:Já suas diagonais podem ser calculadas de duas formas: pela lei dos cossenos ou pela regra do paralelogramo,3
" Caso você queira encontrar a diagonal oposta a um certo ângulo, utiliza-se lei dos cossenos",3
" No caso de se querer a diagonal adjacente (a que parte do ângulo), calcula-se usando a regra do paralelogramo",3
" Por exemplo, considere um losango de lados ""b"" e ""c"" igual a 2, e descubra a medida da diagonal oposta ""a"" de um ângulo α de 60°",3
 Pela lei dos cossenos:Então (lembre-se que no losango todos os lados são iguais):São quadriláteros cujos pares de lados opostos são iguais e paralelos,3
" Portanto, o perímetro do paralelogramo é dado da mesma forma que o de um retângulo",3
" Além disso, seus ângulos opostos são idênticos (da mesma forma que o losango), e por isso, a forma de se calcular as diagonais de um paralelogramo é igual a de um losango",3
 Todas as figuras explicadas anteriormente são casos especiais do paralelogramo,3
" Por fim, a regra matemática que leva o nome desta figura diz que:Em que ""a"" é uma semirreta que parte do ângulo α formando uma diagonal adjacente do paralelogramo",3
 Observe a semelhança entre a regra do paralelogramo e a lei dos cossenos: o que muda é o sinal que antecede a expressão 2bc cos α,3
" Exemplo: qual a diagonal adjacente do ângulo 60° de um paralelogramo, formado por lados iguais a 1 e 3? São quadriláteros que possuem dois lados paralelos (bases)",3
" Desta forma, diferentemente das figuras anteriores, seus ângulos são totalmente livres e independentes entre si",3
" Os ângulos e as diagonais podem ser dados pela lei dos senos, lei dos cossenos ou pela regra do paralelogramo",3
" As diagonais do trapézio ""x"" e ""y"" dão dadas porOnde ""a"" é a base menor, ""c"" a base maior, e ""b"" e ""d"" os lados adjacentes à base",3
 O perímetro é dado pela soma de todos os lados,3
" Para que se determine a soma de todos os ângulos internos de um polígono convexo, aplica-se a seguinte fórmula:formula_30Já a soma dos ângulos externos vale 360º",3
" formula_31Abaixo estão as fórmulas para a área (""A"") de cada polígono (perceba que estas fórmulas podem ser incorporadas a outras propriedades dos polígonos, como altura [""h""], diagonal [""d"" e ""D""], perímetro, ângulos, etc)",3
" Considere ""B"" e ""b"" as bases dos polígonos, e ""l"" o lado do quadrado:Todo polígono regular possui seus ""n"" lados e os ângulos com medidas iguais",3
" Como os ângulos internos e externos são iguais, obtém-se a medida de cada ângulo ""A"" (interno ou externo) por:Alguns polígonos regulares têm nomes especiais: o triângulo regular é o triângulo equilátero, e o quadrilátero regular é o quadrado",3
" Pelo fato de todos os polígonos regulares serem iguais entre si em ângulos, suas áreas, perímetros, diagonais e alturas podem ser sintetizadas em fórmulas em função de seus lados (ou outra propriedade que não seja o ângulo)",3
" Um método muito prático para tal feito é dividir o polígono regular em ""n"" triângulos idênticos",3
" Exemplo: ""qual a fórmula para a área A do hexágono regular em função de seu lado l""? Dois ângulos são congruentes se, sobrepostos um sobre o outro, todos os seus elementos coincidem",3
" Nos paralelogramos, os lados paralelos são congruentes, e dois ângulos opostos pelo vértice são sempre congruentes",3
" Num triângulo equilátero, todos os lados e ângulos são congruentes; nos triângulos isósceles, apenas os lados iguais e os ângulos da base são congruentes",3
" Curso de termodinâmica/Elementos de termodinâmica estatísticaPor definição, a fatorial do número inteiro N é N! = 1 x 2 x 3 x 4 x 5 x ",4
" x (N-2) x (N-1) x N com 0! =1Se N é muito grande:formula_1 (Aproximação de Stirling)O número de permutações diferentes num conjunto de n objetos onde n constituem um grupo de uma certa natureza (=são idênticos entre si), n são de uma outra natureza, etc",4
", é :formula_2Quando objetos se distribuem á sorte, observe-se geralmente um arranjo ordenado ? Por exemplo, se chacoalharmos um recipiente contendo bolhas vermelhas e bolhas verdes , observamos freqüentemente que todas as bolhas se colocam no fundo, com as bolhas verdes em cima? Mesmo repetindo o experimento um grande número de vezes, nunca, provavelmente aconteceria esta situação",4
" Porque? Outro exemplo: Se um estudante joga uma moeda, ele observa cara ou coroa",4
" Se 80 estudantes jogam cada um uma moeda, observamos um certe número de caras e um certo número de coroas",4
" Em geral, os números são parecidos, por exemplo 39 coroas e 42 caras, ou ainda 44 coroas e 36 caras",4
 Porque não observamos 79 coroas e uma cara ou ainda 80 coroas? A resposta faz intervir o número de maneiras (ou número de micro estados) permitindo de obter uma certa situação ( um arranjo ou micro estado),4
 Cada jogada de moeda é controlada unicamente pela sorte: uma coroa é igualmente provável que uma cara,4
